,县区名称,行政代码,sum price,sum area,ave price
109,绥滨县,230422,2294.5652,20.78099969,110.41649748467898
110,蒲江县,510131,15148.225,90.8370997,166.76253480162578
111,宛城区,411302,18775.0,87.26800009,215.1418616289732
112,信州区,361102,9183.16,75.02256214,122.40531032335653
113,禹州市,411081,22372.45,109.04800003,205.16148846237581
114,福鼎市,350982,12820.648899999998,62.69720056,204.48518889979604
115,淄川区,370302,15618.856,51.94188033,300.6987021026083
116,凌源市,211382,6024.233899999999,45.996700080000004,130.97100203976194
117,宁化县,350424,4559.750400000001,54.65220011,83.43214711983167
118,宝塔区,610602,5347.976000000001,20.556200200000003,260.16364639219654
119,兴宁市,441481,3308.1155,8.431399699000002,392.3566214506894
120,渝北区,500112,74811.5,141.9308989,527.0980496833872
121,沁源县,140431,4602.0,35.03390007,131.3584839485443
122,西固区,620104,1686.6543,4.2549,396.4028061764083
123,鼎城区,430703,27232.808,97.09276716,280.48235513900664
124,龙泉市,331181,8657.1931,76.57819971299999,113.05036070899362
125,孝南区,420902,36505.8497,206.802900593,176.52484368120935
126,商都县,150923,3503.2353,47.56610070999999,73.64983144946969
127,龙华区,460106,0.0,0.0,
128,东港区,371102,50876.0,211.91170164,240.08112627224904
129,东台市,320981,73904.399,424.566897745,174.07009211629088
130,溧阳市,320481,87241.574,388.15510085200003,224.75957113150088
131,宽甸满族自治县,210624,1497.7475,12.608900141,118.78494422600885
132,苏仙区,431003,26293.0,84.98989969,309.36617287352396
133,邹城市,370883,13015.0,40.5090999,321.2858353340011
134,清苑县,130622,0.0,0.0,
135,宾县,230125,29108.39,159.62229751099997,182.35791899934324
136,鄞州区,330212,71854.7718,155.29599814899998,462.6955791292083
137,永康市,330784,26750.474199999997,66.82756005,400.29105027903825
138,贺兰县,640122,44039.8968,459.76909715,95.78698758353468
139,长泰县,350625,15059.0,153.42673083,98.15108435495301
140,奉化市,330283,0.0,0.0,
141,潼南县,500224,0.0,0.0,
142,眉县,610326,8205.4976,36.374400210000005,225.58440971197527
143,谢家集区,340404,12.7,0.1411,90.00708717221828
144,延平区,350702,1461.4048,8.782199870000001,166.40532231476072
145,高安市,360983,21387.0,176.4465997,121.20947661424387
146,临淄区,370305,38192.1894,105.49770043999999,362.0191647847448
147,友好区,230704,0.0,0.0,
148,房山区,110111,40519.268599999996,271.8478017,149.0513013039384
149,建始县,422822,784.1,6.7614002000000015,115.9671039735231
150,余姚市,330281,145703.1456,321.24920075499995,453.5517761836245
151,宁都县,360730,1346.6689,20.543326040000004,65.55262265603412
152,玉龙纳西族自治县,530721,0.0,0.0,
153,赛罕区,150105,33.1824,0.057399999000000014,578.0906024057595
154,平谷区,110117,1457.0346,32.5676999,44.73863995535036
155,温岭市,331082,38887.0,71.63200013000001,542.8718998412253
156,迎泽区,140106,1904.1936,3.9670999,479.99638224386536
157,新邵县,430522,1996.875,12.430599710000001,160.64188748621524
158,零陵区,431102,1034.0,6.13156008,168.63571203888458
159,延庆县,110229,0.0,0.0,
160,市辖区,460201,0.0,0.0,
161,六合区,320116,48412.0639,203.69638998000002,237.6677559418375
162,,442000,0.0,0.0,
163,南关区,220102,2456.0531,9.35120001,262.6457671072742
164,延吉市,222401,7500.2265,42.91450007500001,174.77138232746844
165,溪湖区,210503,19086.84,88.47992936,215.71943081397595
166,沙坪坝区,500106,52748.0,124.36129996999999,424.1512432945341
167,胶州市,370281,68823.28480000001,366.494396562,187.78809565880263
168,山阳县,611024,702.7083,2.1554999,326.00711324551673
169,亭湖区,320902,26206.978400000004,151.3556012,173.14838824742486
170,通州区,110112,85509.7514,291.49340015799993,293.3505573493281
171,北仑区,330206,88665.4781,236.44070271999996,375.00090754255734
